x,y,label
-19.124338,25.41117,STANDING
42.61001,14.387151,STANDING
27.472095,6.106061,STANDING
38.53594,-6.45081,STANDING
30.634409,18.975018,STANDING
30.621809,18.986113,STANDING
9.399069,27.367395,STANDING
29.228916,5.5578732,STANDING
11.029011,35.77756,STANDING
7.7112823,6.7665925,STANDING
7.7123523,6.8137083,STANDING
52.00295,9.092355,STANDING
39.657043,23.352518,STANDING
14.896107,58.21775,STANDING
-20.352829,11.500879,STANDING
-14.823187,15.993177,STANDING
27.310925,-2.2909257,STANDING
14.772352,34.97227,STANDING
18.814991,55.878357,STANDING
9.411731,55.076405,STANDING
17.727852,60.38924,STANDING
17.72005,60.427856,STANDING
16.568546,62.78726,STANDING
16.61069,62.84247,STANDING
17.797546,63.63075,STANDING
17.862816,63.666004,STANDING
15.080937,58.121086,STANDING
27.56369,-46.362717,SITTING
2.7259202,-0.61552054,SITTING
37.810333,-48.353153,SITTING
-14.088354,-41.793945,SITTING
-14.085386,-41.795246,SITTING
1.4227023,-46.990746,SITTING
36.391342,-42.903168,SITTING
37.52211,-48.055458,SITTING
41.74456,-44.634487,SITTING
60.69687,-9.014464,SITTING
67.30517,-18.303097,SITTING
19.372963,-49.086594,SITTING
19.65565,-47.862988,SITTING
28.21166,-9.097751,SITTING
54.677715,-30.3666,SITTING
54.63801,-30.39539,SITTING
53.229446,-31.580555,SITTING
53.060886,-31.667711,SITTING
59.82008,-31.246979,SITTING
59.825924,-31.239765,SITTING
55.462585,-24.508825,SITTING
55.78127,-24.714787,SITTING
55.87139,-24.787764,SITTING
55.151527,-24.33443,SITTING
-47.98343,32.53363,LAYING
-36.244995,28.91796,LAYING
-35.927055,21.369831,LAYING
-54.5972,-24.032827,LAYING
-48.506954,-17.83721,LAYING
-49.503475,-18.134655,LAYING
-41.76413,-16.671263,LAYING
-48.20511,-18.037807,LAYING
-45.56294,-24.410969,LAYING
-45.26043,-24.990149,LAYING
-45.433647,-24.916092,LAYING
-45.85031,-24.450556,LAYING
-46.146725,-24.293184,LAYING
-34.320404,44.80994,LAYING
-41.422012,31.13295,LAYING
-30.153622,38.632565,LAYING
-30.142355,38.63666,LAYING
-48.43039,40.165813,LAYING
-38.36593,42.886868,LAYING
-28.269943,39.108135,LAYING
-28.262386,39.112812,LAYING
55.713272,35.580475,LAYING
62.52969,32.685905,LAYING
62.69431,32.671726,LAYING
-33.797115,-14.651898,LAYING
-33.850166,-14.619429,LAYING
-33.875046,-14.601589,LAYING
-78.47281,-24.847452,WALKING
-78.43096,-24.2484,WALKING
-78.17301,-23.821302,WALKING
-82.86172,-21.132803,WALKING
-82.08002,-20.694023,WALKING
-81.2857,-20.291267,WALKING
-80.677895,-19.982296,WALKING
-80.18203,-19.678482,WALKING
-78.83714,-24.697273,WALKING
-78.55861,-24.529402,WALKING
-85.43236,-18.37622,WALKING
-85.57918,-18.198881,WALKING
-87.28221,-23.71565,WALKING
-87.4777,-24.108122,WALKING
-87.970825,-25.587376,WALKING
-87.990204,-25.63425,WALKING
-83.24662,-21.461536,WALKING
-83.06713,-21.285267,WALKING
-81.71373,-27.72996,WALKING
-75.17345,-22.904493,WALKING
-83.44855,-27.118803,WALKING
-89.269585,-27.208496,WALKING
-89.217545,-27.07758,WALKING
-85.52804,-29.537666,WALKING
-85.47131,-29.826448,WALKING
-85.4343,-30.345604,WALKING
-85.433304,-30.461515,WALKING
-85.84974,-17.865732,WALKING
-79.355896,-19.048412,WALKING
-83.29359,-27.197754,WALKING
-82.98371,-27.309647,WALKING
-82.12982,-27.580698,WALKING
-81.903145,-27.648413,WALKING
-89.61507,-28.038176,WALKING
-89.50523,-27.75205,WALKING
-85.685135,-18.074749,WALKING
-86.96947,-23.20262,WALKING
-86.90076,-23.10599,WALKING
-79.62719,-19.286129,WALKING
-79.77617,-19.412199,WALKING
-75.24061,-20.75745,WALKING
-75.304535,-20.832994,WALKING
-75.36969,-21.005154,WALKING
-73.89895,-22.318722,WALKING
-74.04509,-22.416674,WALKING
-75.11732,-22.627037,WALKING
-75.28773,-22.31512,WALKING
17.67783,-54.737633,WALKING_DOWNSTAIRS
17.657997,-54.745426,WALKING_DOWNSTAIRS
40.506264,49.665577,WALKING_DOWNSTAIRS
40.464916,49.67286,WALKING_DOWNSTAIRS
46.793694,44.162395,WALKING_DOWNSTAIRS
43.374714,49.841824,WALKING_DOWNSTAIRS
43.3682,49.842186,WALKING_DOWNSTAIRS
47.171566,39.53176,WALKING_DOWNSTAIRS
47.188732,39.545063,WALKING_DOWNSTAIRS
32.81519,74.94359,WALKING_DOWNSTAIRS
41.576836,53.586506,WALKING_DOWNSTAIRS
38.050713,53.995792,WALKING_DOWNSTAIRS
39.721207,56.56346,WALKING_DOWNSTAIRS
43.395058,55.71722,WALKING_DOWNSTAIRS
38.609287,50.73733,WALKING_DOWNSTAIRS
48.328606,41.251514,WALKING_DOWNSTAIRS
50.55743,42.554184,WALKING_DOWNSTAIRS
15.369414,-55.36367,WALKING_DOWNSTAIRS
15.432189,-55.37624,WALKING_DOWNSTAIRS
37.419933,53.68433,WALKING_DOWNSTAIRS
37.584003,54.108566,WALKING_DOWNSTAIRS
38.613674,49.80373,WALKING_DOWNSTAIRS
38.78397,49.886932,WALKING_DOWNSTAIRS
48.518147,41.50525,WALKING_DOWNSTAIRS
48.750717,41.52875,WALKING_DOWNSTAIRS
-56.708378,88.56992,WALKING_UPSTAIRS
-56.62203,88.30025,WALKING_UPSTAIRS
-48.01834,89.5628,WALKING_UPSTAIRS
-48.07407,89.670815,WALKING_UPSTAIRS
-49.8766,79.970375,WALKING_UPSTAIRS
-44.24672,80.16876,WALKING_UPSTAIRS
-49.110424,77.517136,WALKING_UPSTAIRS
-49.1317,77.468254,WALKING_UPSTAIRS
-53.82948,88.91077,WALKING_UPSTAIRS
-53.839657,88.93315,WALKING_UPSTAIRS
-47.42481,91.30232,WALKING_UPSTAIRS
-47.41656,91.252945,WALKING_UPSTAIRS
-48.694,83.68806,WALKING_UPSTAIRS
-48.714466,83.63915,WALKING_UPSTAIRS
-50.130753,74.301575,WALKING_UPSTAIRS
-50.158226,74.22271,WALKING_UPSTAIRS
-50.17117,74.19255,WALKING_UPSTAIRS
-53.847313,90.631546,WALKING_UPSTAIRS
-53.554485,90.41513,WALKING_UPSTAIRS
-48.79909,90.7107,WALKING_UPSTAIRS
-48.29058,90.57848,WALKING_UPSTAIRS
-49.829475,80.17294,WALKING_UPSTAIRS
-49.19982,82.45077,WALKING_UPSTAIRS
-49.233116,82.36022,WALKING_UPSTAIRS
-53.783844,77.741905,WALKING_UPSTAIRS
-55.132866,77.67603,WALKING_UPSTAIRS
-16.963076,12.617011,STANDING
1.2407345,-8.524343,STANDING
-0.11354004,15.9334545,STANDING
4.08325,8.0051775,STANDING
4.074675,7.963822,STANDING
-0.9341335,36.363895,STANDING
-2.5176744,51.55382,STANDING
31.588657,41.251263,STANDING
26.962757,39.95017,STANDING
26.983856,39.962803,STANDING
43.56119,24.892042,STANDING
29.031818,36.436634,STANDING
24.822535,24.888266,STANDING
11.673314,27.104183,STANDING
-20.420017,11.413291,STANDING
-15.034741,15.764195,STANDING
-11.364807,52.56433,STANDING
46.643578,20.369957,STANDING
36.36833,32.286213,STANDING
-1.8646753,44.19147,STANDING
27.860561,30.068552,STANDING
27.88569,30.083559,STANDING
1.4712802,32.795555,STANDING
1.2921869,32.655876,STANDING
8.6561365,46.75726,STANDING
19.214512,53.04266,STANDING
34.361668,-43.995857,SITTING
37.21473,-48.562073,SITTING
52.34018,-14.746422,SITTING
59.97236,-8.696235,SITTING
