x,y,label
-71.33326,-35.71065,STANDING
-8.024838,-21.245188,STANDING
-20.742332,-14.639104,STANDING
-11.513316,-7.586959,STANDING
-12.58612,-28.411634,STANDING
-12.635209,-28.418142,STANDING
-34.229733,-44.561867,STANDING
-19.371212,-13.534895,STANDING
-34.00545,-48.86067,STANDING
-38.713913,-27.32811,STANDING
-38.676468,-27.437128,STANDING
3.6405272,-26.277363,STANDING
-2.041515,-32.0779,STANDING
-15.971001,-66.73257,STANDING
-86.56394,-1.7134073,STANDING
-76.95192,-43.739433,STANDING
-19.55995,-21.586857,STANDING
-31.52685,-47.752018,STANDING
-24.199474,-61.186638,STANDING
-23.010544,-62.940975,STANDING
-17.800411,-65.379906,STANDING
-17.875334,-65.48196,STANDING
-18.899162,-67.66953,STANDING
-19.07301,-67.71202,STANDING
-20.069355,-67.37438,STANDING
-20.215866,-67.34671,STANDING
-15.91988,-66.42585,STANDING
-48.318787,31.32771,SITTING
-15.446283,26.649057,SITTING
-7.7092247,23.08166,SITTING
-65.47491,24.754047,SITTING
-65.46856,24.782776,SITTING
-48.516853,34.222816,SITTING
-13.375092,22.018448,SITTING
-8.289147,23.041162,SITTING
2.6639197,15.228852,SITTING
14.407623,-11.253972,SITTING
17.421879,-10.731968,SITTING
-29.642408,34.12891,SITTING
-29.13177,33.33509,SITTING
-23.801662,26.665377,SITTING
-1.8443491,1.2536051,SITTING
-1.8916422,1.3138244,SITTING
-2.9037988,2.437206,SITTING
-3.3387113,2.7593215,SITTING
15.052038,3.7959495,SITTING
15.071297,3.8028004,SITTING
11.824018,-0.310586,SITTING
12.23968,-0.1036212,SITTING
12.355031,-0.03094884,SITTING
11.401892,-0.4862665,SITTING
71.439,11.700892,LAYING
52.795193,13.00574,LAYING
45.802944,11.29561,LAYING
17.651072,15.67818,LAYING
21.7869,22.902096,LAYING
22.564352,22.78567,LAYING
24.888899,30.956467,LAYING
20.360739,23.309093,LAYING
19.44696,23.69948,LAYING
19.15177,23.879335,LAYING
19.089859,23.70665,LAYING
19.16158,23.303858,LAYING
19.151674,23.019325,LAYING
63.42291,1.513333,LAYING
59.754642,13.25238,LAYING
64.589066,-6.7013183,LAYING
64.577705,-6.711492,LAYING
72.154175,6.112872,LAYING
67.4191,0.753803,LAYING
63.517567,-8.022897,LAYING
63.507423,-8.036202,LAYING
82.07451,4.3427477,LAYING
84.4632,10.37467,LAYING
84.48387,10.660918,LAYING
27.109762,44.481537,LAYING
27.01598,44.33319,LAYING
26.983112,44.242447,LAYING
-103.17298,-17.318956,WALKING
-103.1368,-18.171314,WALKING
-103.44881,-18.654274,WALKING
-100.79371,-22.525393,WALKING
-101.12732,-21.385479,WALKING
-101.93705,-20.886349,WALKING
-102.86739,-20.507526,WALKING
-103.35429,-20.478096,WALKING
-102.767456,-17.501295,WALKING
-103.00502,-17.758627,WALKING
-102.65017,-24.123802,WALKING
-102.73342,-23.954786,WALKING
-99.50128,-20.773874,WALKING
-99.04427,-20.96819,WALKING
-97.60063,-21.365696,WALKING
-97.56139,-21.442474,WALKING
-100.02272,-22.783348,WALKING
-100.44654,-22.740854,WALKING
-98.06128,-16.209446,WALKING
-105.481346,-17.43059,WALKING
-96.507065,-17.731327,WALKING
-96.27163,-21.94161,WALKING
-96.43122,-21.958591,WALKING
-97.54409,-19.03453,WALKING
-97.75345,-18.78942,WALKING
-98.90971,-18.381561,WALKING
-99.06405,-18.350027,WALKING
-103.275276,-23.634321,WALKING
-103.942795,-21.229374,WALKING
-96.66958,-17.721096,WALKING
-96.87835,-17.55788,WALKING
-97.768486,-16.550552,WALKING
-97.96743,-16.386114,WALKING
-95.17922,-21.84833,WALKING
-95.52505,-21.91064,WALKING
-102.8593,-23.91089,WALKING
-99.97668,-20.032557,WALKING
-100.010445,-19.839115,WALKING
-103.75587,-20.795324,WALKING
-103.64304,-20.60778,WALKING
-106.81498,-18.933558,WALKING
-106.66412,-18.999432,WALKING
-106.37025,-18.995943,WALKING
-106.985054,-18.153692,WALKING
-106.73735,-17.872292,WALKING
-105.541565,-17.79057,WALKING
-105.47463,-18.274597,WALKING
-20.634892,77.87839,WALKING_DOWNSTAIRS
-20.6539,77.84021,WALKING_DOWNSTAIRS
-25.0134,80.023506,WALKING_DOWNSTAIRS
-25.030378,79.91673,WALKING_DOWNSTAIRS
-21.755724,86.07305,WALKING_DOWNSTAIRS
-24.00709,82.11113,WALKING_DOWNSTAIRS
-24.000216,82.10459,WALKING_DOWNSTAIRS
-18.939764,87.55999,WALKING_DOWNSTAIRS
-18.91124,87.515205,WALKING_DOWNSTAIRS
-32.147793,89.790985,WALKING_DOWNSTAIRS
-26.623146,82.829605,WALKING_DOWNSTAIRS
-28.476778,80.11625,WALKING_DOWNSTAIRS
-28.951515,82.01491,WALKING_DOWNSTAIRS
-26.541422,84.6803,WALKING_DOWNSTAIRS
-26.312092,79.461205,WALKING_DOWNSTAIRS
-19.61172,85.570564,WALKING_DOWNSTAIRS
-20.386549,87.94587,WALKING_DOWNSTAIRS
-20.583845,75.87688,WALKING_DOWNSTAIRS
-20.631948,75.9461,WALKING_DOWNSTAIRS
-28.256771,80.766136,WALKING_DOWNSTAIRS
-28.605381,80.42516,WALKING_DOWNSTAIRS
-25.273315,78.67957,WALKING_DOWNSTAIRS
-25.138838,78.80454,WALKING_DOWNSTAIRS
-19.56302,86.27234,WALKING_DOWNSTAIRS
-19.324797,86.55132,WALKING_DOWNSTAIRS
95.87081,-8.623397,WALKING_UPSTAIRS
96.02599,-8.465238,WALKING_UPSTAIRS
87.97131,-6.0999517,WALKING_UPSTAIRS
88.14934,-6.2578993,WALKING_UPSTAIRS
92.173065,0.019220784,WALKING_UPSTAIRS
92.141655,-2.969558,WALKING_UPSTAIRS
93.731255,-0.31502897,WALKING_UPSTAIRS
93.91479,-0.16557842,WALKING_UPSTAIRS
94.27575,-10.360673,WALKING_UPSTAIRS
94.116844,-10.19008,WALKING_UPSTAIRS
87.44008,-7.3568063,WALKING_UPSTAIRS
87.434555,-7.299004,WALKING_UPSTAIRS
89.464874,-0.631758,WALKING_UPSTAIRS
89.5015,-0.65121293,WALKING_UPSTAIRS
95.97389,-0.89982283,WALKING_UPSTAIRS
96.21482,-0.94669104,WALKING_UPSTAIRS
96.304016,-0.96565795,WALKING_UPSTAIRS
94.20995,-9.237366,WALKING_UPSTAIRS
93.790215,-9.284917,WALKING_UPSTAIRS
88.94209,-7.259729,WALKING_UPSTAIRS
88.38044,-6.8551674,WALKING_UPSTAIRS
91.62762,-0.0016085833,WALKING_UPSTAIRS
90.52131,-0.17558305,WALKING_UPSTAIRS
90.66257,-0.0868065,WALKING_UPSTAIRS
93.58422,2.6269395,WALKING_UPSTAIRS
93.63723,3.3919847,WALKING_UPSTAIRS
-77.78121,-47.0126,STANDING
-50.953934,-27.02581,STANDING
-55.735664,-39.326374,STANDING
-50.600628,-17.796602,STANDING
-50.62816,-17.626541,STANDING
-35.992325,-39.09182,STANDING
-40.09858,-67.66104,STANDING
-16.951862,-46.36112,STANDING
-23.642923,-44.599842,STANDING
-23.594769,-44.615902,STANDING
1.9249909,-30.809742,STANDING
-17.277166,-42.709133,STANDING
-25.169294,-33.98939,STANDING
-32.512993,-43.490402,STANDING
-86.58649,-1.4509969,STANDING
-77.04587,-43.95689,STANDING
-48.35144,-68.06398,STANDING
-4.1755567,-26.083382,STANDING
-5.1163907,-39.93927,STANDING
-33.531273,-61.418633,STANDING
-18.231684,-39.742863,STANDING
-18.189882,-39.87969,STANDING
-22.353706,-52.959896,STANDING
-22.723269,-53.211605,STANDING
-25.942944,-61.092113,STANDING
-17.289242,-59.13225,STANDING
-15.8696165,22.226824,SITTING
-8.065672,23.41265,SITTING
-6.581452,19.49664,SITTING
13.572092,-10.709865,SITTING
13.881488,-10.991071,SITTING
14.001185,-11.086709,SITTING
20.293678,-21.937693,SITTING
20.243229,-22.093996,SITTING
18.370493,-18.209435,SITTING
15.163875,-17.835735,SITTING
15.041218,-17.68171,SITTING
71.504814,11.633057,LAYING
52.937115,13.039412,LAYING
45.105278,7.2034926,LAYING
17.631533,15.679516,LAYING
19.709906,17.42322,LAYING
22.908823,22.701183,LAYING
19.090744,22.492622,LAYING
20.387018,17.580435,LAYING
20.977238,17.77716,LAYING
20.919073,17.889618,LAYING
20.904543,18.265709,LAYING
36.822136,32.603527,LAYING
-41.23942,25.347588,SITTING
-29.278933,33.270264,SITTING
-24.104603,29.441383,SITTING
-26.259886,24.64446,SITTING
12.691756,2.9721088,SITTING
12.569369,3.6080217,SITTING
12.51864,3.608026,SITTING
12.549169,3.8474844,SITTING
15.203281,0.60621196,SITTING
14.410921,0.81083703,SITTING
14.605572,0.757867,SITTING
-37.759914,-19.807516,SITTING
63.164906,-4.4593806,LAYING
63.13594,-4.4301395,LAYING
50.739414,-0.35814092,LAYING
50.416485,-2.3386333,LAYING
50.344948,-2.4483802,LAYING
46.00052,-4.5223136,LAYING
45.614376,-4.367549,LAYING
45.060287,-3.9123724,LAYING
50.44582,-3.088031,LAYING
50.55216,-3.1507134,LAYING
50.061653,-2.5848403,LAYING
-103.83565,-8.349187,WALKING
-103.82567,-8.590499,WALKING
-103.62993,-8.734574,WALKING
-101.35019,-7.060833,WALKING
-101.30785,-7.209154,WALKING
-99.55109,-8.227347,WALKING
-99.34282,-8.260082,WALKING
-100.02509,-8.5122385,WALKING
-100.843094,-12.97219,WALKING
-100.58823,-13.5074215,WALKING
-100.52052,-13.66935,WALKING
-101.77525,-7.373263,WALKING
-95.44249,-10.670665,WALKING
-95.76926,-10.285982,WALKING
-96.230515,-9.758506,WALKING
-98.147644,-9.263563,WALKING
-98.2429,-9.25127,WALKING
-101.00839,-11.71905,WALKING
-100.93729,-11.830485,WALKING
-104.33315,-2.8403795,WALKING
-104.39651,-2.9036658,WALKING
-105.55733,-9.183191,WALKING
-105.48981,-9.166446,WALKING
